	Intercept	country[T.VEN]
p__Actinobacteria;g__Mycobacterium	-2.0885961563984914	0.4508371513026477
p__Actinobacteria;g__Nesterenkonia	-2.284844210902886	-1.054132892594981
p__Actinobacteria;g__Nocardioides	-2.944965174953179	0.4684866826670886
p__Actinobacteria;g__Nonomuraea	-2.8674009354512258	-1.5111914117199658
p__Actinobacteria;g__Olsenella	-2.7909534485737844	0.3798312108653308
p__Actinobacteria;g__Parascardovia	-0.29144268349810076	0.2546206872599841
p__Actinobacteria;g__Phycicoccus	-3.186339190761286	-0.023751421676325712
p__Actinobacteria;g__Pimelobacter	-3.4355161698262275	-0.30318362902228824
p__Actinobacteria;g__Pseudoclavibacter	-2.7486045868794484	-0.21495924781386844
p__Actinobacteria;g__Pseudonocardia	-1.7801397355000539	0.7311602990763904
p__Actinobacteria;g__Renibacterium	0.5349161116679149	-1.6379175026280173
p__Actinobacteria;g__Rhodococcus	-2.280691912929253	0.6637439887660266
p__Actinobacteria;g__Rothia	4.792141863544746	-0.5293006290060758
p__Actinobacteria;g__Rubrobacter	-2.0088146241108937	-1.2891034920078992
p__Actinobacteria;g__Saccharopolyspora	-2.863030246059136	-0.8367686409813642
p__Actinobacteria;g__Scardovia	-0.732394030849175	0.42015959431107053
p__Actinobacteria;g__Serinicoccus	-0.39094333962603045	-0.6327443410021543
p__Actinobacteria;g__Sinomonas	-2.5001171143452687	0.3137477796214343
p__Actinobacteria;g__Slackia	3.5900508849223094	1.0923658769267321
p__Actinobacteria;g__Streptomyces	-1.024268916408257	-1.3677847225529431
p__Actinobacteria;g__Terracoccus	-2.286490252773003	0.004807547821354952
p__Actinobacteria;g__Tropheryma	-2.1991031678120656	-1.2969092566830396
p__Actinobacteria;g__Varibaculum	1.765366265018745	0.18382074047501096
p__Bacteroidetes;g__Algoriphagus	-3.3569868119160713	-0.21466158221786014
p__Bacteroidetes;g__Alistipes	6.064745375355049	0.7863248746531726
p__Bacteroidetes;g__Bacteroides	8.302209207256599	0.8850734393733264
p__Bacteroidetes;g__Candidatus Azobacteroides	-2.916840365688042	0.2725509565013171
p__Bacteroidetes;g__Capnocytophaga	-2.9326427491108937	-0.6968727268589019
p__Bacteroidetes;g__Chryseobacterium	-2.4560068161885305	0.8810213964122058
p__Bacteroidetes;g__Cyclobacterium	-2.309068492213921	0.6106558005946399
p__Bacteroidetes;g__Cytophaga	-2.643205455104546	0.6610402028697253
p__Bacteroidetes;g__Dyadobacter	-2.9116151841084523	0.04674871374542722
p__Bacteroidetes;g__Dysgonomonas	1.049369999607368	0.37116576839859494
p__Bacteroidetes;g__Flavisolibacter	-2.3693817170064015	0.10151101757462033
p__Bacteroidetes;g__Hymenobacter	-3.131232074062064	0.4649058740275622
p__Bacteroidetes;g__Odoribacter	3.790454575260444	1.6355365674632312
p__Bacteroidetes;g__Paludibacter	1.9570133177836375	-0.3698372084957837
p__Bacteroidetes;g__Parabacteroides	5.8676788298685985	1.2297535102504016
p__Bacteroidetes;g__Pedobacter	-2.025388530055718	0.555759684337926
p__Bacteroidetes;g__Pontibacter	-3.037607005397515	-0.2249158460957288
p__Bacteroidetes;g__Porphyromonas	2.79923410101728	0.48510624576981076
p__Bacteroidetes;g__Prevotella	11.660890528400703	-0.25689135383193484
p__Bacteroidetes;g__Sphingobacterium	-1.8580787690083547	0.8891353767054797
p__Bacteroidetes;g__Tannerella	-0.9849870713154836	1.6531249444621325
p__Bacteroidetes;g__Wautersiella	-1.9452713044087453	0.5043804805415393
p__Crenarchaeota;g__Candidatus Nitrososphaera	-2.089740565578179	-1.7455789883000143
p__Euryarchaeota;g__Methanobrevibacter	4.465582796772285	0.8716825406687976
p__Euryarchaeota;g__Methanosphaera	4.543856093128486	-1.0631571550232648
p__Firmicutes;g__Abiotrophia	0.7046596495707469	-0.4207735795838117
p__Firmicutes;g__Acetivibrio	-2.6097476990620656	0.5456859033244372
p__Firmicutes;g__Acidaminococcus	4.9337894408305125	0.9343186776774646
p__Firmicutes;g__Aerococcus	-1.826531222621636	0.6307550828593493
p__Firmicutes;g__Alicyclobacillus	-2.245370677272515	-0.3663979310852765
p__Firmicutes;g__Alkalibacillus	-3.2143590958516146	-0.7677894521815061
p__Firmicutes;g__Ammoniphilus	-1.9493310959736867	-1.2416628439289807
p__Firmicutes;g__Anaerobacillus	0.889953324039741	-0.6570103828174352
p__Firmicutes;g__Anaerococcus	3.04227084799604	-0.6832402002376794
p__Firmicutes;g__Anaerofustis	0.9203216521342235	-0.8678850371701001
p__Firmicutes;g__Anaeroglobus	-0.6494663269917531	-2.281802161441494
p__Firmicutes;g__Anaerostipes	3.3801819769938426	-0.4366996128422498
p__Firmicutes;g__Anaerotruncus	-0.013495257655815607	1.8261319558757068
p__Firmicutes;g__Anaerovorax	0.35991401358441877	-1.3890920717579602
p__Firmicutes;g__Aneurinibacillus	-2.6557605774800344	-0.5671390731198072
p__Firmicutes;g__Anoxybacillus	-3.079250148097712	0.9785469930308581
p__Firmicutes;g__Bacillus	2.694987961490913	0.9129567306178332
p__Firmicutes;g__Bacteroides	4.711583325107856	-1.3364320237499951
p__Firmicutes;g__Blautia	8.594985553463264	0.29565025974686154
p__Firmicutes;g__Brevibacillus	0.29353255911664533	1.7801062028544665
p__Firmicutes;g__Butyrivibrio	4.7233144728739695	0.3414870660441638
p__Firmicutes;g__Caloramator	-1.297680667201714	-1.0323334474426984
p__Firmicutes;g__Carnobacterium	3.61539096518354	-0.742416013808298
p__Firmicutes;g__Clostridium	9.802465626438423	-0.21184281896178714
p__Firmicutes;g__Cohnella	-2.830122760097222	-0.39082349728171817
p__Firmicutes;g__Coprococcus	8.554376134117408	0.22192968536789426
p__Firmicutes;g__Dehalobacterium	1.2108585326273875	0.3977154653208972
p__Firmicutes;g__Desulfitobacterium	0.1122238127787547	0.07997007776672849
p__Firmicutes;g__Desulfosporosinus	-1.7625959427754445	-0.16233043263976565
p__Firmicutes;g__Dialister	9.005685874660774	-0.06488959382598392
p__Firmicutes;g__Dorea	6.782237061699195	0.45689930130417356
p__Firmicutes;g__Enterococcus	7.037151464660926	0.894460217251134
p__Firmicutes;g__Epulopiscium	1.0713626830180125	-0.17609427760665408
p__Firmicutes;g__Ethanoligenens	-3.201324275294974	-0.12424062083785525
p__Firmicutes;g__Eubacterium	6.604992577274604	-0.24721391390388003
p__Firmicutes;g__Exiguobacterium	-1.587796977321343	-1.1813257772785901
p__Firmicutes;g__Facklamia	-0.3030136139790578	1.0970083634989978
p__Firmicutes;g__Faecalibacterium	10.701167055805488	-0.0730882127148389
p__Firmicutes;g__Filifactor	-3.187265208522513	-1.2324758608204602
p__Firmicutes;g__Finegoldia	2.242494293888374	-1.2549409706455945
p__Firmicutes;g__Fructobacillus	-2.782100489894585	-0.6975384902519464
p__Firmicutes;g__Gemella	3.539935299595161	-1.2104649681908368
p__Firmicutes;g__Geobacillus	0.2108857123454051	2.668724195255589
p__Firmicutes;g__Granulicatella	4.345345923145576	-1.1613170940739392
p__Firmicutes;g__Halobacillus	0.5865551917155223	2.3346339624064685
p__Firmicutes;g__Helcococcus	-2.3657129319111867	-1.4060162145954846
p__Firmicutes;g__Kurthia	0.7973315207560496	1.4896356027262927
p__Firmicutes;g__Lachnobacterium	7.011090287407203	-0.16246656964843265
p__Firmicutes;g__Lachnospira	8.207710423906608	-0.13005469630782596
p__Firmicutes;g__Lactobacillus	9.572599479397102	-0.7872024987203359
p__Firmicutes;g__Lactococcus	5.737309762676521	1.770033971561742
p__Firmicutes;g__Lentibacillus	-0.5212648423115773	-0.2682643372875928
p__Firmicutes;g__Leuconostoc	5.822930285175605	1.0109135072367907
p__Firmicutes;g__Listeria	-1.0250394852559133	0.5830418031352282
p__Firmicutes;g__Lysinibacillus	-1.732206157008843	1.2928530137675525
p__Firmicutes;g__Macrococcus	-0.2568071396748586	-0.5236745167834043
p__Firmicutes;g__Megamonas	7.388120898445411	-2.4374389488560446
p__Firmicutes;g__Megasphaera	9.127263972004219	-0.8881660539967298
p__Firmicutes;g__Melissococcus	0.29452724142865705	1.0797037046092273
p__Firmicutes;g__Mitsuokella	6.856358536918922	-1.4010956723553418
p__Firmicutes;g__Mogibacterium	1.9146997420390086	-0.4019403297764539
p__Firmicutes;g__Moryella	2.078150459965034	-0.5626264948708295
p__Firmicutes;g__Natronobacillus	-2.597599795619683	-0.2146924574238538
p__Firmicutes;g__Oceanobacillus	-2.257887652675347	-1.5900720794064283
p__Firmicutes;g__Oenococcus	-1.497068217555718	-0.24690876792495242
p__Firmicutes;g__Oribacterium	1.7826859442789988	0.6095830361979724
p__Firmicutes;g__Oscillospira	8.17886740847425	0.9940413396495105
p__Firmicutes;g__Paenibacillus	0.13099879904584455	1.471663610233617
p__Firmicutes;g__Pediococcus	1.4166686026652293	-2.792179926143337
p__Firmicutes;g__Pelotomaculum	-3.110009005824759	-0.5914588857752561
p__Firmicutes;g__Peptococcus	3.912785240848823	1.7689234178202868
p__Firmicutes;g__Peptoniphilus	2.650179096897407	-0.2286396760803937
p__Firmicutes;g__Peptostreptococcus	1.884643265445991	0.44557871033127316
p__Firmicutes;g__Phascolarctobacterium	4.241971680362983	0.6054264466899157
p__Firmicutes;g__Piscibacillus	-3.5460832627217354	-0.3667818147999524
p__Firmicutes;g__Planomicrobium	-2.533151438991265	-1.1137455839974164
p__Firmicutes;g__Pontibacillus	-1.830773165981011	2.1250697534220935
p__Firmicutes;g__Pseudobutyrivibrio	2.2535554854472117	1.5601655404704333
p__Firmicutes;g__Pseudoramibacter	-3.386022380153376	0.25351931263382443
p__Firmicutes;g__Pullulanibacillus	-3.3141000779072787	-0.9967691738468885
p__Firmicutes;g__Roseburia	9.367916652401252	0.012730256809544649
p__Firmicutes;g__Ruminococcus	9.326913067539497	0.5380796353953601
p__Firmicutes;g__Rummeliibacillus	-0.9829681427876515	1.3852607171672107
p__Firmicutes;g__Salimicrobium	-3.320346644679743	-0.6817488175195932
p__Firmicutes;g__Salinibacillus	-3.1729963334004427	-1.3130828578335523
p__Firmicutes;g__Salinicoccus	0.7143923728068309	-0.461226536737132
p__Firmicutes;g__Sarcina	8.637658485611244	-1.888560279117275
p__Firmicutes;g__Sediminibacillus	-3.3263567002217354	-0.09128813336913577
p__Firmicutes;g__Selenomonas	6.351827213009162	-0.1806648213726758
p__Firmicutes;g__Shuttleworthia	-0.5808704407612844	0.5018179576533557
p__Firmicutes;g__Solibacillus	0.31057948752240705	1.1645927589076281
p__Firmicutes;g__Sporanaerobacter	-3.5089548142354037	0.03924329687531003
p__Firmicutes;g__Sporosarcina	-0.8125961335103078	0.2369333069461108
p__Firmicutes;g__Staphylococcus	4.711626717289253	-1.1288842100960492
p__Firmicutes;g__Streptococcus	10.349209973057075	-1.0394461889130353
p__Firmicutes;g__Subdoligranulum	-0.4499118836323781	0.7987857024806262
p__Firmicutes;g__Tepidibacter	-3.367338946620661	-1.1089450855118512
p__Firmicutes;g__Terribacillus	-2.3739355118672414	0.9505536716120959
p__Firmicutes;g__Tetragenococcus	-0.7711351426045461	0.45955528427536496
p__Firmicutes;g__Thalassobacillus	-3.0320585282246633	-0.3601820905071973
p__Firmicutes;g__Thermobacillus	-1.6868322403828664	1.6015097062724353
p__Firmicutes;g__Tissierella	-2.7020023377339406	-0.5521945644480466
p__Firmicutes;g__Trichococcus	-0.6938360245625539	0.7933652560847522
p__Firmicutes;g__Turicibacter	5.41846508665876	-1.200676216588664
p__Firmicutes;g__Ureibacillus	-3.227273753444388	0.6387434165614367
p__Firmicutes;g__Vagococcus	4.159305998523994	0.8002225320475818
p__Firmicutes;g__Veillonella	8.875580259998603	-1.7978415329319724
p__Firmicutes;g__Virgibacillus	-2.498173526088433	0.5906303088801623
p__Firmicutes;g__Weissella	5.844587156017585	-0.4995698470932721
p__Fusobacteria;g__Cetobacterium	5.9600650755961375	-2.193277581439663
p__Fusobacteria;g__Fusobacterium	5.750934669216438	-1.1500016291004895
p__Fusobacteria;g__J2-29	0.9305712668497996	-2.775430544124294
p__Fusobacteria;g__Leptotrichia	3.5342785803873973	-1.8143396217686423
p__Fusobacteria;g__Sneathia	2.276162335117622	-0.07230506728713504
p__Fusobacteria;g__Streptobacillus	-1.4005840332905812	-1.6085440952641257
p__Gemmatimonadetes;g__Gemmatimonas	-3.406335643092829	-0.5542455453736066
p__Planctomycetes;g__Gemmata	-2.9362714798848195	-0.199647231803584
p__Proteobacteria;g__Acetobacter	-2.3461158783833547	0.5844484727519275
p__Proteobacteria;g__Achromobacter	-2.1260459931294484	1.5756851594584704
p__Proteobacteria;g__Acidovorax	-1.0060470612446828	1.0769721429484607
p__Proteobacteria;g__Acinetobacter	4.727136799534126	1.3864978711741687
p__Proteobacteria;g__Actinobacillus	7.704487611939474	-1.154899163947749
p__Proteobacteria;g__Aeromonas	3.258725830753608	-4.629147632823635
p__Proteobacteria;g__Aggregatibacter	2.528639027317329	-0.4087767739159345
p__Proteobacteria;g__Agrobacterium	-1.9962337525288625	0.37490870167191037
p__Proteobacteria;g__Alicycliphilus	-1.8510730774800344	0.8236411969798327
p__Proteobacteria;g__Alishewanella	-2.054338267604546	-0.7551300552052735
p__Proteobacteria;g__Alkalimonas	0.5239717452128367	0.8078533570903064
p__Proteobacteria;g__Alteromonas	-3.361653140346247	-0.0011461217266797163
p__Proteobacteria;g__Amaricoccus	-3.107585719386771	-0.9230798770052671
p__Proteobacteria;g__Amphritea	-3.098524859706595	-0.17269430945937625
p__Proteobacteria;g__Anaerobiospirillum	3.3508641211588817	-7.154054744945217
p__Proteobacteria;g__Aquabacterium	-3.439773371974665	0.6263736646311999
p__Proteobacteria;g__Aquamonas	0.14844102545575666	0.12469990660126218
p__Proteobacteria;g__Aquitalea	-2.8611562760273976	-0.012743218646693144
p__Proteobacteria;g__Arsenophonus	-3.4403350861470283	-0.9080260087115049
p__Proteobacteria;g__Averyella	-2.060460856715874	0.13246692825729856
p__Proteobacteria;g__Azoarcus	-3.221772959987357	-0.7793364513975858
p__Proteobacteria;g__Azohydromonas	-2.513852885524468	-0.11686430762832156
p__Proteobacteria;g__Balneimonas	-1.6368892701069875	-0.0035477120739697554
p__Proteobacteria;g__Bibersteinia	-2.8765819580952687	-1.3912972648007154
p__Proteobacteria;g__Bilophila	3.8648452250559764	2.096567765964818
p__Proteobacteria;g__Brachymonas	-0.7443950684468312	1.2365461747782946
p__Proteobacteria;g__Bradyrhizobium	-2.8235977204243703	-0.25618485997741214
p__Proteobacteria;g__Brenneria	-2.2895877869526906	0.9681713740962268
p__Proteobacteria;g__Brevundimonas	-1.7671516449849172	-0.005618675456690703
p__Proteobacteria;g__Buchnera	-3.3344915421406807	0.4275849025386096
p__Proteobacteria;g__Burkholderia	-0.06011324242754412	1.1514917771952868
p__Proteobacteria;g__Buttiauxella	1.5695368735392528	0.40673710514481076
p__Proteobacteria;g__Campylobacter	8.208810278614326	-0.7773651358050584
p__Proteobacteria;g__Cardiobacterium	-1.4580390961567922	-0.10039292167251102
p__Proteobacteria;g__Caulobacter	-1.6848629029194875	0.1658787291186572
p__Proteobacteria;g__Chelonobacter	-3.239456942836478	-0.3362449545723676
p__Proteobacteria;g__Chromobacterium	-2.967224887172417	-0.47691604386394015
p__Proteobacteria;g__Citrobacter	0.9124648062785106	0.8517688672679187
p__Proteobacteria;g__Collimonas	-2.9682605774800344	0.043048218979191866
p__Proteobacteria;g__Comamonas	0.8846694914896922	1.2347066562312365
p__Proteobacteria;g__Congregibacter	-2.8203380616108937	0.813727156414342
p__Proteobacteria;g__Crenothrix	-2.6211545975606008	-0.33229984234397403
p__Proteobacteria;g__Cronobacter	0.7180387465556102	0.607453004612279
p__Proteobacteria;g__Cupriavidus	-3.3526733429829623	1.0799434344905139
p__Proteobacteria;g__Dechloromonas	-3.5479372055928255	-0.4114865202767133
p__Proteobacteria;g__Delftia	-3.0717342408101107	0.18170584846909055
p__Proteobacteria;g__Desulfobacterium	-3.530017665187552	-0.038365944133448515
p__Proteobacteria;g__Desulfobulbus	-3.3729446442524935	-0.6201469887358426
p__Proteobacteria;g__Desulfocapsa	-3.3312528641621615	-0.5909716923100232
p__Proteobacteria;g__Desulfococcus	-2.837437442104058	-0.42706556509559146
p__Proteobacteria;g__Desulfomicrobium	-1.9636991532246633	0.5204262893336535
p__Proteobacteria;g__Desulfovibrio	5.288841435154243	1.7223626535075427
p__Proteobacteria;g__Desulfuromonas	-3.1116035492817904	-0.2877870936257123
p__Proteobacteria;g__Devosia	-1.4393489869038625	-0.2717062969071149
p__Proteobacteria;g__Dickeya	-3.3770635636250557	-0.5542481530768155
p__Proteobacteria;g__Edwardsiella	1.1786109892924266	0.6557231109278918
p__Proteobacteria;g__Eikenella	-1.8572586090962453	1.1270684163707019
p__Proteobacteria;g__Enterobacter	-0.26710443810625506	-0.1696172196728467
p__Proteobacteria;g__Erwinia	3.6831647841532664	1.0314985673564196
p__Proteobacteria;g__Escherichia	4.016142079075141	0.7957112949031115
p__Proteobacteria;g__Ewingella	-1.4625843079487844	0.8023851077693225
p__Proteobacteria;g__Flexispira	1.2168404547770457	-4.095858677135158
p__Proteobacteria;g__Gallibacterium	2.082265564640327	-0.5893615771395444
p__Proteobacteria;g__Gallionella	-1.9175613434712453	0.8567539613383532
p__Proteobacteria;g__Giesbergeria	-2.5155542405049367	1.1127951305049182
p__Proteobacteria;g__Gluconacetobacter	-3.509415438930228	-0.3800685841900586
p__Proteobacteria;g__Haemophilus	6.233252951343818	-1.2958412010533094
p__Proteobacteria;g__Halochromatium	-3.384948542873099	-0.6170629997116803
p__Proteobacteria;g__Helicobacter	4.693754145344062	0.8559773128169299
p__Proteobacteria;g__Herbaspirillum	-2.0967233689229055	0.8947367828028918
p__Proteobacteria;g__Histophilus	-0.3774660141865773	-0.6916741736543655
p__Proteobacteria;g__Hydrogenophaga	-3.4827402146260287	0.15649344135696897
p__Proteobacteria;g__Hylemonella	3.7671539275248485	1.6202355783122302
p__Proteobacteria;g__Ideonella	-1.3409412415425344	1.2888254087107898
p__Proteobacteria;g__Janthinobacterium	-1.9778230698506398	0.6514842670100451
p__Proteobacteria;g__Kaistobacter	-1.8083446534077687	0.8777340810435534
p__Proteobacteria;g__Kangiella	-2.880826762477593	-0.1003103692394971
p__Proteobacteria;g__Kingella	-1.2580707581440969	-0.40924231599395267
p__Proteobacteria;g__Klebsiella	6.923887440403266	0.5932449262278796
p__Proteobacteria;g__Lautropia	0.36669940634564924	0.6422515075343371
p__Proteobacteria;g__Leclercia	-0.6964881928364797	0.5904680650370837
p__Proteobacteria;g__Legionella	-3.346670916835505	-0.5257380295855283
p__Proteobacteria;g__Leptothrix	-3.4855382950703646	-0.6948761817378282
p__Proteobacteria;g__Leucothrix	-1.9927576096455617	0.565296546711278
p__Proteobacteria;g__Limnobacter	-0.44535713509722186	0.037771419777226534
p__Proteobacteria;g__Limnohabitans	-0.08120899514360858	0.27874346186096677
p__Proteobacteria;g__Lysobacter	-2.398114016811089	0.9264327447551013
p__Proteobacteria;g__Mannheimia	-2.772576144496636	-0.6801627490979909
p__Proteobacteria;g__Marinobacter	-3.3221223862568916	-1.159985138879466
p__Proteobacteria;g__Marinobacterium	-3.1611602814595248	-0.4783316392761945
p__Proteobacteria;g__Massilia	-1.1879680664937062	-0.09861050437514773
p__Proteobacteria;g__Methylibium	-1.7101238282124562	1.1300259988444568
p__Proteobacteria;g__Methylobacillus	-2.635106852809624	1.112203375591588
p__Proteobacteria;g__Methylobacterium	-1.138756564418511	1.5623027246134997
p__Proteobacteria;g__Methylophaga	-1.495084574977593	0.8977403800624133
p__Proteobacteria;g__Methylosinus	-3.2642353089253486	0.2591448586123706
p__Proteobacteria;g__Methylotenera	-3.084814837733939	-0.6739393797082185
p__Proteobacteria;g__Methyloversatilis	-0.8631475480000539	0.9051394622462512
p__Proteobacteria;g__Moraxella	-2.6725175888936086	-1.1038202781540631
p__Proteobacteria;g__Morganella	4.110101410587593	1.3213678758280993
p__Proteobacteria;g__Moritella	-3.3086288483540596	-0.8142067108613729
p__Proteobacteria;g__Neisseria	1.6520025221903758	-0.7386531688583373
p__Proteobacteria;g__Nitrosomonas	-1.744148066798882	0.8889576356547595
p__Proteobacteria;g__Nitrosospira	-3.2878282578389193	0.09229655672485837
p__Proteobacteria;g__Novosphingobium	-2.4183242829243703	0.5192607801097155
p__Proteobacteria;g__Oceanimonas	-2.2036998780171437	0.6648703973429919
p__Proteobacteria;g__Oligella	0.10146159811811017	0.966506377949071
p__Proteobacteria;g__Oxalobacter	3.364769646366401	0.5380537669795276
p__Proteobacteria;g__Pandoraea	-3.114134600917536	-0.07153294871871463
p__Proteobacteria;g__Pantoea	2.0787193266947703	0.6152048270838977
p__Proteobacteria;g__Paracoccus	-2.1606157334248586	-0.2874761063915967
p__Proteobacteria;g__Pasteurella	-0.06164150551958514	-1.428861065612483
p__Proteobacteria;g__Paucibacter	-2.8523099930684133	1.0286156098979236
p__Proteobacteria;g__Phenylobacterium	-2.869101336757378	1.0101351897853137
p__Proteobacteria;g__Pigmentiphaga	-3.254331401149466	-0.27160929034774295
p__Proteobacteria;g__Plesiomonas	2.0588099448283153	-0.7786636267167806
p__Proteobacteria;g__Polaromonas	-3.336314967433646	-0.4695634235007047
p__Proteobacteria;g__Proteus	0.7253162352641063	0.855381266369176
p__Proteobacteria;g__Providencia	0.9330179183085399	0.837736264957738
p__Proteobacteria;g__Pseudoalteromonas	-2.3915632279316945	0.2787664096492053
p__Proteobacteria;g__Pseudomonas	-0.6324594529072805	1.3732932965892077
p__Proteobacteria;g__Pseudoxanthomonas	-1.838736346523003	0.8799241941111804
p__Proteobacteria;g__Psychrobacter	-2.954942515651421	-0.4851049918991803
p__Proteobacteria;g__Rahnella	-0.8180635483662648	0.49396635700638303
p__Proteobacteria;g__Ralstonia	-0.21711044625444842	1.4451707761424304
p__Proteobacteria;g__Ramlibacter	-0.07396869973345233	-0.16548298190658084
p__Proteobacteria;g__Raoultella	0.3986622778971629	0.9935301702159167
p__Proteobacteria;g__Reinekea	-3.404108813564017	-0.5150373120171308
p__Proteobacteria;g__Rheinheimera	-2.968515208522515	-0.31716765354697696
p__Proteobacteria;g__Rhizobium	-1.501493266383843	1.3438664834635974
p__Proteobacteria;g__Rhodobacter	-3.4101970703999545	-0.06487940143172732
p__Proteobacteria;g__Rhodocyclus	-0.4263065369526906	0.8532943885463
p__Proteobacteria;g__Rhodoferax	-2.549776843349175	1.084233657612157
p__Proteobacteria;g__Rhodoplanes	-1.9827116043965383	0.14788587500031003
p__Proteobacteria;g__Roseomonas	-2.71527366952105	0.7878748338359118
p__Proteobacteria;g__Rubellimicrobium	-2.9502342255513234	-0.3869195718628644
p__Proteobacteria;g__Rubrivivax	-2.8112695725361867	-0.9040161658388852
p__Proteobacteria;g__Salinivibrio	-2.6010664017598195	0.4473830621379138
p__Proteobacteria;g__Schlegelella	0.11324376746015119	0.9123314778941394
p__Proteobacteria;g__Serratia	9.230091520984931	0.6675326984065295
p__Proteobacteria;g__Shewanella	-2.911482623378472	0.9467240731852771
p__Proteobacteria;g__Simonsiella	-3.079160502711966	-1.7894393045765646
p__Proteobacteria;g__Simplicispira	-2.7119176896016164	-1.5714474756581067
p__Proteobacteria;g__Sodalis	-2.564427188197808	0.1790318052905322
p__Proteobacteria;g__Sphaerotilus	-2.375218203822808	0.7488801639216662
p__Proteobacteria;g__Sphingobium	-2.9999635727803273	-0.35334892462317935
p__Proteobacteria;g__Sphingomonas	-0.98089866952105	2.073202745212865
p__Proteobacteria;g__Sphingopyxis	-2.7749364884297414	1.0953939120906115
p__Proteobacteria;g__Stenotrophomonas	0.659259030063911	0.7613675754206897
p__Proteobacteria;g__Steroidobacter	-3.202020457545954	-1.3919726450306653
p__Proteobacteria;g__Stigmatella	-2.9188077958027883	-0.337284966216731
p__Proteobacteria;g__Succinivibrio	9.387712785442634	0.2644885342257739
p__Proteobacteria;g__Sulfurimonas	-3.1670101197163607	-0.5175496030909299
p__Proteobacteria;g__Sutterella	7.363818445642753	0.4276071946757556
p__Proteobacteria;g__Tepidimonas	-3.4427860291401924	-0.6231815729600667
p__Proteobacteria;g__Thauera	-2.300480654994683	0.5935645263331653
p__Proteobacteria;g__Thermomonas	-3.293237498561579	0.07620068003113278
p__Proteobacteria;g__Thiomonas	2.0175792662699656	0.4936087291377307
p__Proteobacteria;g__Thiothrix	-0.8634956391255422	0.7125597159999133
p__Proteobacteria;g__Tolumonas	1.2491132704813914	0.16148038317139157
